,sub_specie,endangered,claw_length_cm,size_cm,tail_length_cm,weight_kg
3081,Linnaeus's two-toed sloth,least_concern,11.249,63.237,1.993,5.587
3082,Linnaeus's two-toed sloth,least_concern,8.928,66.493,0.774,7.216
3083,Linnaeus's two-toed sloth,least_concern,7.747,65.355,-0.318,5.447
3084,Linnaeus's two-toed sloth,least_concern,9.179,67.416,-1.934,7.193
3085,Linnaeus's two-toed sloth,least_concern,9.676,65.981,0.78,6.427
3086,Linnaeus's two-toed sloth,least_concern,9.027,66.878,-1.27,6.956
3087,Linnaeus's two-toed sloth,least_concern,8.639,65.691,-0.537,6.706
3088,Linnaeus's two-toed sloth,least_concern,8.605,65.686,-1.038,7.28
3089,Linnaeus's two-toed sloth,least_concern,9.472,66.284,-0.223,6.972
3090,Linnaeus's two-toed sloth,least_concern,9.017,66.299,1.86,7.329
3091,Linnaeus's two-toed sloth,least_concern,7.872,65.016,1.143,6.153
3092,Linnaeus's two-toed sloth,least_concern,8.861,67.226,1.667,3.829
3093,Linnaeus's two-toed sloth,least_concern,8.062,66.645,-0.216,5.303
3094,Linnaeus's two-toed sloth,least_concern,8.827,64.737,-0.866,5.515
3095,Linnaeus's two-toed sloth,least_concern,8.474,65.826,-1.755,5.547
3096,Linnaeus's two-toed sloth,least_concern,10.531,67.268,0.307,7.84
3097,Linnaeus's two-toed sloth,least_concern,8.593,65.963,-0.075,6.104
3098,Linnaeus's two-toed sloth,least_concern,10.618,66.433,-1.047,6.623
3099,Linnaeus's two-toed sloth,least_concern,9.448,66.451,0.607,5.961
3100,Linnaeus's two-toed sloth,least_concern,8.562,66.72,-1.179,7.152
3101,Linnaeus's two-toed sloth,least_concern,9.501,66.921,-1.77,6.734
3102,Linnaeus's two-toed sloth,least_concern,10.566,67.549,0.727,5.669
3103,Linnaeus's two-toed sloth,least_concern,9.746,66.118,1.202,5.406
3104,Linnaeus's two-toed sloth,least_concern,8.779,66.335,0.102,5.318
3105,Linnaeus's two-toed sloth,least_concern,9.253,66.065,-0.724,6.499
3106,Linnaeus's two-toed sloth,least_concern,8.651,64.974,0.3,6.144
3107,Linnaeus's two-toed sloth,least_concern,10.035,64.907,1.56,6.129
3108,Linnaeus's two-toed sloth,least_concern,7.812,65.457,0.935,5.056
3109,Linnaeus's two-toed sloth,least_concern,8.233,64.744,0.755,5.823
3110,Linnaeus's two-toed sloth,least_concern,7.906,66.601,0.795,5.232
3111,Linnaeus's two-toed sloth,least_concern,10.364,64.574,-1.079,6.756
3112,Linnaeus's two-toed sloth,least_concern,9.149,64.979,1.8,6.196
3113,Linnaeus's two-toed sloth,least_concern,7.256,65.981,0.313,6.134
3114,Linnaeus's two-toed sloth,least_concern,7.263,65.273,0.784,5.465
3115,Linnaeus's two-toed sloth,least_concern,8.441,65.482,-0.093,7.787
3116,Linnaeus's two-toed sloth,least_concern,8.449,65.09,-1.249,5.362
3117,Linnaeus's two-toed sloth,least_concern,9.756,66.491,-0.081,5.716
3118,Linnaeus's two-toed sloth,least_concern,9.66,65.229,1.894,6.981
3119,Linnaeus's two-toed sloth,least_concern,6.503,66.293,0.556,6.07
3120,Linnaeus's two-toed sloth,least_concern,8.621,66.941,0.742,7.229
3121,Linnaeus's two-toed sloth,least_concern,9.211,65.178,1.201,4.945
3122,Linnaeus's two-toed sloth,least_concern,9.159,68.572,0.722,6.798
3123,Linnaeus's two-toed sloth,least_concern,8.217,63.926,0.035,7.262
3124,Linnaeus's two-toed sloth,least_concern,10.261,65.856,0.353,8.177
3125,Linnaeus's two-toed sloth,least_concern,9.041,66.075,-0.768,5.593
3126,Linnaeus's two-toed sloth,least_concern,8.905,63.986,0.895,6.362
3127,Linnaeus's two-toed sloth,least_concern,7.957,65.194,1.863,4.208
3128,Linnaeus's two-toed sloth,least_concern,8.572,65.705,0.88,7.34
3129,Linnaeus's two-toed sloth,least_concern,9.109,67.318,-0.348,7.086
3130,Linnaeus's two-toed sloth,least_concern,8.586,64.356,-0.235,7.973
3131,Linnaeus's two-toed sloth,least_concern,8.029,63.566,-0.332,5.975
3132,Linnaeus's two-toed sloth,least_concern,8.558,66.361,1.945,6.331
3133,Linnaeus's two-toed sloth,least_concern,9.83,67.493,-0.34,6.474
3134,Linnaeus's two-toed sloth,least_concern,10.977,66.07,-0.427,7.282
3135,Linnaeus's two-toed sloth,least_concern,9.301,64.896,0.209,7.331
3136,Linnaeus's two-toed sloth,least_concern,9.216,63.706,-1.239,5.757
3137,Linnaeus's two-toed sloth,least_concern,6.702,64.347,0.314,5.481
3138,Linnaeus's two-toed sloth,least_concern,9.122,66.644,0.749,5.172
3139,Linnaeus's two-toed sloth,least_concern,8.474,66.948,0.327,7.715
3140,Linnaeus's two-toed sloth,least_concern,7.934,63.09,1.506,6.599
3141,Linnaeus's two-toed sloth,least_concern,8.968,67.234,1.411,6.365
3142,Linnaeus's two-toed sloth,least_concern,9.585,67.553,1.643,5.489
3143,Linnaeus's two-toed sloth,least_concern,7.272,66.169,0.926,8.38
3144,Linnaeus's two-toed sloth,least_concern,9.129,66.866,-0.483,5.907
3145,Linnaeus's two-toed sloth,least_concern,7.589,65.389,0.675,5.091
3146,Linnaeus's two-toed sloth,least_concern,10.2,66.177,0.011,6.863
3147,Linnaeus's two-toed sloth,least_concern,9.154,67.037,-0.31,6.392
3148,Linnaeus's two-toed sloth,least_concern,10.635,66.396,0.435,6.379
3149,Linnaeus's two-toed sloth,least_concern,9.123,67.994,-0.001,6.988
3150,Linnaeus's two-toed sloth,least_concern,11.132,65.16,0.79,6.138
3151,Linnaeus's two-toed sloth,least_concern,7.843,65.835,-0.596,6.869
3152,Linnaeus's two-toed sloth,least_concern,10.141,66.406,1.23,6.754
3153,Linnaeus's two-toed sloth,least_concern,9.175,65.266,-0.375,5.416
3154,Linnaeus's two-toed sloth,least_concern,9.799,64.158,-0.07,5.709
3155,Linnaeus's two-toed sloth,least_concern,10.435,66.691,0.319,7.705
3156,Linnaeus's two-toed sloth,least_concern,9.705,66.246,0.469,7.098
3157,Linnaeus's two-toed sloth,least_concern,10.255,64.5,-0.066,7.467
3158,Linnaeus's two-toed sloth,least_concern,8.835,66.941,-1.193,6.178
3159,Linnaeus's two-toed sloth,least_concern,7.468,65.962,-0.073,7.95
3160,Linnaeus's two-toed sloth,least_concern,6.413,66.598,-0.926,5.755
3161,Linnaeus's two-toed sloth,least_concern,9.495,65.256,0.003,4.665
3162,Linnaeus's two-toed sloth,least_concern,9.122,67.357,-0.916,6.169
3163,Linnaeus's two-toed sloth,least_concern,8.276,65.479,1.323,5.41
3164,Linnaeus's two-toed sloth,least_concern,8.814,64.917,0.102,5.951
3165,Linnaeus's two-toed sloth,least_concern,8.747,67.853,0.843,6.637
3166,Linnaeus's two-toed sloth,least_concern,10.362,67.4,1.286,7.747
3167,Linnaeus's two-toed sloth,least_concern,9.844,64.799,1.22,4.104
3168,Linnaeus's two-toed sloth,least_concern,9.963,66.569,0.914,5.738
3169,Linnaeus's two-toed sloth,least_concern,8.318,67.179,0.515,6.692
3170,Linnaeus's two-toed sloth,least_concern,8.677,66.696,-0.304,6.766
3171,Linnaeus's two-toed sloth,least_concern,8.447,63.961,0.137,6.516
3172,Linnaeus's two-toed sloth,least_concern,9.184,66.017,2.21,5.684
3173,Linnaeus's two-toed sloth,least_concern,8.992,66.202,1.26,6.342
3174,Linnaeus's two-toed sloth,least_concern,9.153,66.665,-0.403,5.917
3175,Linnaeus's two-toed sloth,least_concern,8.975,65.904,2.219,6.155
3176,Linnaeus's two-toed sloth,least_concern,7.337,66.675,0.088,6.937
3177,Linnaeus's two-toed sloth,least_concern,8.811,64.688,-0.28,7.031
3178,Linnaeus's two-toed sloth,least_concern,7.38,66.272,-0.284,6.583
3179,Linnaeus's two-toed sloth,least_concern,9.59,64.242,2.103,5.298
3180,Linnaeus's two-toed sloth,least_concern,8.832,65.885,-0.269,6.927
3181,Linnaeus's two-toed sloth,least_concern,8.559,66.625,0.31,6.867
3182,Linnaeus's two-toed sloth,least_concern,10.08,64.122,-1.42,6.276
3183,Linnaeus's two-toed sloth,least_concern,9.186,65.588,-0.115,7.459
3184,Linnaeus's two-toed sloth,least_concern,10.717,65.267,0.237,8.213
3185,Linnaeus's two-toed sloth,least_concern,8.981,65.539,0.227,4.483
3186,Linnaeus's two-toed sloth,least_concern,7.885,65.251,0.31,6.459
3187,Linnaeus's two-toed sloth,least_concern,8.498,65.469,1.055,4.907
3188,Linnaeus's two-toed sloth,least_concern,11.781,66.099,1.289,5.21
3189,Linnaeus's two-toed sloth,least_concern,9.275,67.221,0.065,6.839
3190,Linnaeus's two-toed sloth,least_concern,8.811,64.654,0.814,4.734
3191,Linnaeus's two-toed sloth,least_concern,8.112,64.715,-1.628,7.139
3192,Linnaeus's two-toed sloth,least_concern,8.35,66.15,1.035,7.048
3193,Linnaeus's two-toed sloth,least_concern,9.263,65,-0.222,4.695
3194,Linnaeus's two-toed sloth,least_concern,8.124,67.016,1.026,6.215
3195,Linnaeus's two-toed sloth,least_concern,9.748,65.986,0.414,6.841
3196,Linnaeus's two-toed sloth,least_concern,9.109,65.454,1.949,5.563
3197,Linnaeus's two-toed sloth,least_concern,9.424,66.31,0.424,5.876
3198,Linnaeus's two-toed sloth,least_concern,9.385,66.71,0.483,5.743
3199,Linnaeus's two-toed sloth,least_concern,8.896,66.604,2.538,5.495
3200,Linnaeus's two-toed sloth,least_concern,10.401,65.948,0.66,6.563
3201,Linnaeus's two-toed sloth,least_concern,8.96,65.989,0.197,6.681
3202,Linnaeus's two-toed sloth,least_concern,9.925,66.416,0.156,5.856
3203,Linnaeus's two-toed sloth,least_concern,8.633,64.958,-0.032,6.888
3204,Linnaeus's two-toed sloth,least_concern,8.601,66.294,2.126,5.124
3205,Linnaeus's two-toed sloth,least_concern,7.364,65.461,-0.99,6.056
3206,Linnaeus's two-toed sloth,least_concern,9.652,67.574,-1.929,5.931
3207,Linnaeus's two-toed sloth,least_concern,8.605,65.066,-0.364,8.469
3208,Linnaeus's two-toed sloth,least_concern,10.042,65.743,0.957,4.757
3209,Linnaeus's two-toed sloth,least_concern,9.901,65.753,1.089,7.371
3210,Linnaeus's two-toed sloth,least_concern,9.371,66.129,2.428,6.264
3211,Linnaeus's two-toed sloth,least_concern,10.724,66.425,1.589,6.132
3212,Linnaeus's two-toed sloth,least_concern,9.886,65.81,0.208,6.172
3213,Linnaeus's two-toed sloth,least_concern,8.188,67.833,-0.541,5.476
3214,Linnaeus's two-toed sloth,least_concern,9.581,67.012,-1.292,5.725
3215,Linnaeus's two-toed sloth,least_concern,9.166,64.985,0.418,4.628
3216,Linnaeus's two-toed sloth,least_concern,8.551,65.518,-0.389,6.824
3217,Linnaeus's two-toed sloth,least_concern,9.327,66.505,-0.22,6.535
3218,Linnaeus's two-toed sloth,least_concern,9.712,65.34,0,7.842
3219,Linnaeus's two-toed sloth,least_concern,7.614,66.711,-0.292,6.534
3220,Linnaeus's two-toed sloth,least_concern,7.429,65.749,1.368,6.138
3221,Linnaeus's two-toed sloth,least_concern,9.31,65.894,0.751,4.91
3222,Linnaeus's two-toed sloth,least_concern,9.026,68.077,1.386,5.342
3223,Linnaeus's two-toed sloth,least_concern,9.412,66.061,1.16,6.795
3224,Linnaeus's two-toed sloth,least_concern,8.802,63.86,1.61,7.186
3225,Linnaeus's two-toed sloth,least_concern,8.643,66.384,1.089,7.587
3226,Linnaeus's two-toed sloth,least_concern,9.371,66.622,2.424,7.059
3227,Linnaeus's two-toed sloth,least_concern,9.14,66.033,0.771,7.677
3228,Linnaeus's two-toed sloth,least_concern,10.991,66.646,0.14,6.492
3229,Linnaeus's two-toed sloth,least_concern,10.488,67.262,0.648,8.535
3230,Linnaeus's two-toed sloth,least_concern,9.989,65.266,2.073,6.413
3231,Linnaeus's two-toed sloth,least_concern,9.27,66.19,1.068,6.829
3232,Linnaeus's two-toed sloth,least_concern,8.662,65.518,0.87,6.241
3233,Linnaeus's two-toed sloth,least_concern,10.126,66.144,0.932,4.858
3234,Linnaeus's two-toed sloth,least_concern,9.678,66.09,1.874,6.079
3235,Linnaeus's two-toed sloth,least_concern,9.398,65.339,0.13,7.663
3236,Linnaeus's two-toed sloth,least_concern,7.629,65.326,1.604,4.352
3237,Linnaeus's two-toed sloth,least_concern,8.595,67.68,0.972,4.707
3238,Linnaeus's two-toed sloth,least_concern,9.32,65.247,-1.6,4.723
3239,Linnaeus's two-toed sloth,least_concern,7.775,66.447,0.621,6.595
3240,Linnaeus's two-toed sloth,least_concern,9.767,65.606,1.93,5.994
3241,Linnaeus's two-toed sloth,least_concern,9.989,65.453,-0.9,5.417
3242,Linnaeus's two-toed sloth,least_concern,8.077,65.301,-0.697,6.508
3243,Linnaeus's two-toed sloth,least_concern,9.41,67.649,-0.35,5.306
3244,Linnaeus's two-toed sloth,least_concern,6.27,65.138,1.318,5.829
3245,Linnaeus's two-toed sloth,least_concern,9.266,67.174,-1.396,5.727
3246,Linnaeus's two-toed sloth,least_concern,9.262,65.695,-1.51,6.49
3247,Linnaeus's two-toed sloth,least_concern,8.68,65.871,-0.15,6.231
3248,Linnaeus's two-toed sloth,least_concern,9.771,66.991,-0.333,4.921
3249,Linnaeus's two-toed sloth,least_concern,9.956,65.336,0.072,6.021
3250,Linnaeus's two-toed sloth,least_concern,7.924,66.733,0.57,5.868
3251,Linnaeus's two-toed sloth,least_concern,9.238,66.445,-0.331,7.427
3252,Linnaeus's two-toed sloth,least_concern,9.559,66.899,0.498,6.12
3253,Linnaeus's two-toed sloth,least_concern,8.075,66.535,0.123,5.554
3254,Linnaeus's two-toed sloth,least_concern,9.22,66.359,1.649,4.244
3255,Linnaeus's two-toed sloth,least_concern,8.136,65.469,0.686,5.562
3256,Linnaeus's two-toed sloth,least_concern,7.692,67.953,0.626,5.386
3257,Linnaeus's two-toed sloth,least_concern,8.33,66.172,-0.85,7.585
3258,Linnaeus's two-toed sloth,least_concern,8.635,64.824,0.96,7.44
3259,Linnaeus's two-toed sloth,least_concern,8.709,64.432,-0.237,5.976
3260,Linnaeus's two-toed sloth,least_concern,10.038,66.214,-0.586,6.475
3261,Linnaeus's two-toed sloth,least_concern,9.445,66.407,-0.616,5.998
3262,Linnaeus's two-toed sloth,least_concern,8.056,65.6,2.182,7.425
3263,Linnaeus's two-toed sloth,least_concern,9.084,66.172,1.46,6.178
3264,Linnaeus's two-toed sloth,least_concern,6.901,66.942,-1.264,6.798
3265,Linnaeus's two-toed sloth,least_concern,9.408,66.273,0.173,4.932
3266,Linnaeus's two-toed sloth,least_concern,10.588,66.827,-0.083,7.89
3267,Linnaeus's two-toed sloth,least_concern,8.835,65.398,-1.347,7.267
3268,Linnaeus's two-toed sloth,least_concern,6.574,66.418,0.146,8.146
3269,Linnaeus's two-toed sloth,least_concern,7.641,64.692,-1.899,6.959
3270,Linnaeus's two-toed sloth,least_concern,8.44,65.155,-0.815,7.46
3271,Linnaeus's two-toed sloth,least_concern,9.539,66.736,0.611,4.887
3272,Linnaeus's two-toed sloth,least_concern,10.999,64.887,-0.043,4.322
3273,Linnaeus's two-toed sloth,least_concern,9.657,65.934,-0.731,4.593
3274,Linnaeus's two-toed sloth,least_concern,10.006,66.092,0.086,6.375
3275,Linnaeus's two-toed sloth,least_concern,9.005,65.456,-0.503,5.631
3276,Linnaeus's two-toed sloth,least_concern,9.085,64.658,0.385,4.962
3277,Linnaeus's two-toed sloth,least_concern,9.002,63.925,1.398,6.892
3278,Linnaeus's two-toed sloth,least_concern,8.204,67.405,1.487,4.568
3279,Linnaeus's two-toed sloth,least_concern,9.879,67.036,-0.12,7.496
3280,Linnaeus's two-toed sloth,least_concern,8.792,65.57,-0.652,7.279
3281,Linnaeus's two-toed sloth,least_concern,7.407,65.557,0.536,5.467
3282,Linnaeus's two-toed sloth,least_concern,8.791,65.053,1.026,6.93
3283,Linnaeus's two-toed sloth,least_concern,10.327,65.996,2.014,4.915
3284,Linnaeus's two-toed sloth,least_concern,8.026,63.883,2.126,5.824
3285,Linnaeus's two-toed sloth,least_concern,9.324,67.12,2.674,9.107
3286,Linnaeus's two-toed sloth,least_concern,9.589,66.09,-0.143,4.308
3287,Linnaeus's two-toed sloth,least_concern,10.261,63.334,0.39,5.569
3288,Linnaeus's two-toed sloth,least_concern,6.549,64.533,0.522,6.541
3289,Linnaeus's two-toed sloth,least_concern,8.25,66.951,-0.982,5.708
3290,Linnaeus's two-toed sloth,least_concern,10.252,68.174,-0.413,6.931
3291,Linnaeus's two-toed sloth,least_concern,9.126,65.51,1.718,6.597
3292,Linnaeus's two-toed sloth,least_concern,8.218,65.747,0.812,7.166
3293,Linnaeus's two-toed sloth,least_concern,9.294,66.442,1.066,7.831
3294,Linnaeus's two-toed sloth,least_concern,7.408,66.483,0.452,6.184
3295,Linnaeus's two-toed sloth,least_concern,9.901,64.399,-1.266,5.73
3296,Linnaeus's two-toed sloth,least_concern,8.67,66.599,0.928,8.206
3297,Linnaeus's two-toed sloth,least_concern,9.339,64.764,-0.087,6.742
3298,Linnaeus's two-toed sloth,least_concern,10.048,66.611,1.227,5.931
3299,Linnaeus's two-toed sloth,least_concern,6.175,65.547,-1.567,5.908
3300,Linnaeus's two-toed sloth,least_concern,7.386,65.435,1.996,8.517
3301,Linnaeus's two-toed sloth,least_concern,8.198,66.293,1.002,5.47
3302,Linnaeus's two-toed sloth,least_concern,8.801,67.327,0.024,5.918
3303,Linnaeus's two-toed sloth,least_concern,10.573,68.151,-0.365,5.017
3304,Linnaeus's two-toed sloth,least_concern,7.608,67.173,2.181,5.243
3305,Linnaeus's two-toed sloth,least_concern,9.697,66.725,0.179,6.354
3306,Linnaeus's two-toed sloth,least_concern,8.953,65.527,-0.652,7.515
3307,Linnaeus's two-toed sloth,least_concern,8.019,67.625,0.246,4.312
3308,Linnaeus's two-toed sloth,least_concern,8.996,65.759,0.111,5.826
3309,Linnaeus's two-toed sloth,least_concern,9.384,66.314,-1.173,7.242
3310,Linnaeus's two-toed sloth,least_concern,8.722,66.564,1.956,9.997
3311,Linnaeus's two-toed sloth,least_concern,8.672,65.083,0.984,5.556
3312,Linnaeus's two-toed sloth,least_concern,8.932,66.532,0.327,6.006
3313,Linnaeus's two-toed sloth,least_concern,11.069,65.706,0.862,5.731
3314,Linnaeus's two-toed sloth,least_concern,9.069,64.613,-1.142,6.506
3315,Linnaeus's two-toed sloth,least_concern,8.729,66.883,2.227,5.361
3316,Linnaeus's two-toed sloth,least_concern,8.548,63.862,0.369,5.547
3317,Linnaeus's two-toed sloth,least_concern,7.67,65.469,1.63,6.626
3318,Linnaeus's two-toed sloth,least_concern,7.099,65.569,0.154,6.71
3319,Linnaeus's two-toed sloth,least_concern,10.02,66.273,-0.71,6.669
3320,Linnaeus's two-toed sloth,least_concern,10.085,66.238,2.093,6.126
3321,Linnaeus's two-toed sloth,least_concern,8.22,67.367,0.195,3.563
3322,Linnaeus's two-toed sloth,least_concern,8.617,65.939,1.211,7.331
3323,Linnaeus's two-toed sloth,least_concern,9.836,65.793,0.791,3.492
3324,Linnaeus's two-toed sloth,least_concern,8.59,66.054,-0.097,7.099
3325,Linnaeus's two-toed sloth,least_concern,8.211,66.921,0.213,5.637
3326,Linnaeus's two-toed sloth,least_concern,9.583,65.45,1.001,5.421
3327,Linnaeus's two-toed sloth,least_concern,10.049,65.587,0.363,5.704
3328,Linnaeus's two-toed sloth,least_concern,9.82,64.508,0.334,5.748
3329,Linnaeus's two-toed sloth,least_concern,8.98,67.354,1.124,6.512
3330,Linnaeus's two-toed sloth,least_concern,9.261,65.628,0.097,5.985
3331,Linnaeus's two-toed sloth,least_concern,8.35,66.555,0.849,6.304
3332,Linnaeus's two-toed sloth,least_concern,8.191,67.189,-0.107,5.556
3333,Linnaeus's two-toed sloth,least_concern,7.959,66.949,0.655,6.727
3334,Linnaeus's two-toed sloth,least_concern,9.406,66.319,0.657,7.835
3335,Linnaeus's two-toed sloth,least_concern,9.996,65.548,1.517,5.766
3336,Linnaeus's two-toed sloth,least_concern,10.448,63.979,0.879,5.985
3337,Linnaeus's two-toed sloth,least_concern,8.086,67.064,1.125,6.81
3338,Linnaeus's two-toed sloth,least_concern,7.122,65.006,0.024,6.498
3339,Linnaeus's two-toed sloth,least_concern,8.964,66.064,0.126,6.65
3340,Linnaeus's two-toed sloth,least_concern,10.412,66.408,1.34,7.055
3341,Linnaeus's two-toed sloth,least_concern,9.744,66.274,0.853,6.802
3342,Linnaeus's two-toed sloth,least_concern,9.292,65.875,-0.468,4.996
3343,Linnaeus's two-toed sloth,least_concern,7.265,64.733,1.456,5.989
3344,Linnaeus's two-toed sloth,least_concern,8.548,66.921,-0.027,6.416
3345,Linnaeus's two-toed sloth,least_concern,7.577,65.865,1.238,5.989
3346,Linnaeus's two-toed sloth,least_concern,7.98,66.745,-2.262,6.71
3347,Linnaeus's two-toed sloth,least_concern,9.992,65.501,1.434,5.747
3348,Linnaeus's two-toed sloth,least_concern,6.677,64.986,0.184,5.286
3349,Linnaeus's two-toed sloth,least_concern,8.79,66.605,0.153,5.929
3350,Linnaeus's two-toed sloth,least_concern,9.737,66.408,-1.209,5.856
3351,Linnaeus's two-toed sloth,least_concern,8.293,65.187,0.156,7.135
3352,Linnaeus's two-toed sloth,least_concern,8.902,66.277,-0.236,4.973
3353,Linnaeus's two-toed sloth,least_concern,9.188,66.554,0.534,6.446
3354,Linnaeus's two-toed sloth,least_concern,7.559,66.559,0.761,7.107
3355,Linnaeus's two-toed sloth,least_concern,9.79,63.756,-0.383,5.103
3356,Linnaeus's two-toed sloth,least_concern,9.661,66.082,0.703,6.959
3357,Linnaeus's two-toed sloth,least_concern,9.998,64.379,1.529,6.514
3358,Linnaeus's two-toed sloth,least_concern,9.585,65.197,-0.945,4.196
3359,Linnaeus's two-toed sloth,least_concern,9.274,65.082,0.873,6.126
3360,Linnaeus's two-toed sloth,least_concern,8.58,66.613,1.688,7.007
